Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch
hyphen-sv,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,1.00.1,23.azl3,1,1,hyphen-sv-1.00.1-35.fc41.src.rpm,Default Initialized,Default Initialized,1.00.1,35.fc41,EXISTS_IN_EXT,1.00.1,Y,1,Sreenivasulu,NA,NA,NA,NA,NA
hyphen-ta,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,0.7.0,17.azl3,1,1,hyphen-ta-0.7.0-26.fc41.src.rpm,Default Initialized,Default Initialized,0.7.0,26.fc41,EXISTS_IN_EXT,0.7.0,Y,1,Sreenivasulu,NA,NA,NA,NA,NA
hyphen-te,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,0.7.0,17.azl3,1,1,hyphen-te-0.7.0-26.fc41.src.rpm,Default Initialized,Default Initialized,0.7.0,26.fc41,EXISTS_IN_EXT,0.7.0,Y,1,Sreenivasulu,NA,NA,NA,NA,NA
hyphen-tk,NA,P1,Sreenivasulu,10981,https://github.com/microsoft/azurelinux/pull/10981,OPEN,2024-11-08T09:32:44Z,Y,Y,Built,0.20110620,18.azl3,1,1,hyphen-tk-0.20210322-5.fc41.src.rpm,Default Initialized,Default Initialized,0.20210322,5.fc41,EXISTS_IN_EXT,0.20110620,Y,1,Sreenivasulu,NA,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_hyphen-tk
hyphen-uk,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,0.20030903,21.azl3,1,1,hyphen-uk-0.20030903-31.fc41.src.rpm,Default Initialized,Default Initialized,0.20030903,31.fc41,EXISTS_IN_EXT,0.20030903,Y,1,Sreenivasulu,NA,NA,NA,NA,NA
ibus,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,1.5.22,9.azl3,1,1,ibus-1.5.31-1.fc41.src.rpm,Default Initialized,Default Initialized,1.5.31,1.fc41,EXISTS_IN_EXT,1.5.22,N,0,Sumit,NA,NA,NA,NA,NA
ibus-chewing,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,1.6.1,9.azl3,1,1,ibus-chewing-2.1.2-1.fc41.src.rpm,Default Initialized,Default Initialized,2.1.2,1.fc41,EXISTS_IN_EXT,1.6.1,N,0,Sumit,NA,NA,NA,NA,NA
ibus-hangul,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,1.5.4,2.azl3,1,1,ibus-hangul-1.5.5-6.fc41.src.rpm,Default Initialized,Default Initialized,1.5.5,6.fc41,EXISTS_IN_EXT,1.5.4,N,0,Sumit,NA,NA,NA,NA,NA
ibus-kkc,NA,P1,Sumit,NA,NA,NA,NA,N,N,Failed,1.5.22,16.azl3,1,1,ibus-kkc-1.5.22-26.fc41.src.rpm,Default Initialized,Default Initialized,1.5.22,26.fc41,EXISTS_IN_EXT,1.5.22,N,0,Sumit,NA,NA,NA,NA,NA
ibus-libzhuyin,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,1.9.1,6.azl3,1,1,ibus-libzhuyin-1.10.3-2.fc41.src.rpm,Default Initialized,Default Initialized,1.10.3,2.fc41,EXISTS_IN_EXT,1.9.1,N,0,Sumit,NA,NA,NA,NA,NA
ibus-m17n,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,1.4.18,2.azl3,1,1,ibus-m17n-1.4.34-1.fc41.src.rpm,Default Initialized,Default Initialized,1.4.34,1.fc41,EXISTS_IN_EXT,1.4.18,N,0,Sumit,NA,NA,NA,NA,NA
ibus-rawcode,NA,P1,Sumit,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.3.2,17.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.3.2,N,0,Sumit,NA,NA,NA,NA,NA
ibus-sayura,NA,P1,Sumit,NA,NA,NA,NA,N,N,Failed,1.3.2,20.azl3,1,1,ibus-sayura-1.3.2-32.fc41.src.rpm,Default Initialized,Default Initialized,1.3.2,32.fc41,EXISTS_IN_EXT,1.3.2,N,0,Sumit,NA,NA,NA,NA,NA
ibus-table,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,1.12.4,4.azl3,1,1,ibus-table-1.17.9-1.fc41.src.rpm,Default Initialized,Default Initialized,1.17.9,1.fc41,EXISTS_IN_EXT,1.12.4,N,0,Sumit,NA,NA,NA,NA,NA
ibus-table-chinese,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,1.8.3,3.azl3,1,1,ibus-table-chinese-1.8.12-6.fc41.src.rpm,Default Initialized,Default Initialized,1.8.12,6.fc41,EXISTS_IN_EXT,1.8.3,N,0,Sumit,NA,NA,NA,NA,NA
icc-profiles-openicc,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,1.3.1,19.azl3,1,1,icc-profiles-openicc-1.3.1-28.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,28.fc41,EXISTS_IN_EXT,1.3.1,Y,1,Sumit,NA,NA,NA,NA,NA
icon-naming-utils,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,0.8.90,23.azl3,1,1,icon-naming-utils-0.8.90-32.fc41.src.rpm,Default Initialized,Default Initialized,0.8.90,32.fc41,EXISTS_IN_EXT,0.8.90,Y,1,Sumit,NA,NA,NA,NA,NA
iftop,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,1.0,1.azl3,1,1,iftop-1.0-0.34.pre4.fc41.src.rpm,Default Initialized,Default Initialized,1.0,0.34.pre4.fc41,EXISTS_IN_EXT,1.0,Y,1,Sumit,NA,NA,NA,NA,NA
iio-sensor-proxy,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,3.0,5.azl3,1,1,iio-sensor-proxy-3.5-5.fc41.src.rpm,Default Initialized,Default Initialized,3.5,5.fc41,EXISTS_IN_EXT,3.0,N,0,Sumit,NA,NA,NA,NA,NA
ilmbase,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,2.3.0,5.azl3,1,1,ilmbase-2.3.0-14.fc41.src.rpm,Default Initialized,Default Initialized,2.3.0,14.fc41,EXISTS_IN_EXT,2.3.0,Y,1,Sumit,NA,NA,NA,NA,NA
imaptest,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,20210511,1.azl3,1,1,imaptest-20210705-8.fc41.src.rpm,Default Initialized,Default Initialized,20210705,8.fc41,EXISTS_IN_EXT,20210511,N,0,Sumit,NA,NA,NA,NA,NA
indent,NA,P1,Sumit,11000,https://github.com/microsoft/azurelinux/pull/11000,MERGED,2024-11-11T02:43:25Z,Y,Y,Built,2.2.12,6.azl3,1,1,indent-2.2.13-8.fc41.src.rpm,Default Initialized,Default Initialized,2.2.13,8.fc41,EXISTS_IN_EXT,2.2.12,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/11000,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_indent
iniparser,NA,P1,Sumit,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,iniparser-4.2.4-2.fc41.src.rpm,Default Initialized,Default Initialized,4.2.4,2.fc41,MOVED_TO_CORE,Not Found,N,0,Sumit,NA,NA,NA,NA,NA
intel-cmt-cat,NA,CP_batch1,Sumit,11001,https://github.com/microsoft/azurelinux/pull/11001,MERGED,2024-11-11T06:25:49Z,Y,Y,Built,4.1.0,2.azl3,1,1,intel-cmt-cat-24.05-2.fc41.src.rpm,Default Initialized,Default Initialized,24.05,2.fc41,EXISTS_IN_EXT,4.1.0,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/11001,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_intel-cmt-cat
ioping,NA,P1,Sumit,11003,https://github.com/microsoft/azurelinux/pull/11003,MERGED,2024-11-11T07:54:29Z,Y,Y,Built,1.1,7.azl3,1,1,ioping-1.3-6.fc41.src.rpm,Default Initialized,Default Initialized,1.3,6.fc41,EXISTS_IN_EXT,1.1,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11003,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic-ioping
ipa-pgothic-fonts,NA,P1,Sumit,NA,NA,NA,NA,N,N,Failed,003.03,17.azl3,1,1,ipa-pgothic-fonts-003.03-27.fc41.src.rpm,Default Initialized,Default Initialized,003.03,27.fc41,EXISTS_IN_EXT,003.03,N,0,Sumit,NA,NA,NA,NA,NA
ipcalc,NA,P1,Sumit,11004,https://github.com/microsoft/azurelinux/pull/11004,MERGED,2024-11-11T08:44:48Z,Y,Y,Built,0.4.1,2.azl3,1,1,ipcalc-1.0.3-10.fc41.src.rpm,Default Initialized,Default Initialized,1.0.3,10.fc41,EXISTS_IN_EXT,0.4.1,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/11004,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_ipcalc
iprutils,NA,P1,Sumit,11008,https://github.com/microsoft/azurelinux/pull/11008,MERGED,2024-11-11T15:52:50Z,Y,Y,Built,2.4.17.1,5.azl3,1,1,iprutils-2.4.19-13.fc41.src.rpm,Default Initialized,Default Initialized,2.4.19,13.fc41,EXISTS_IN_EXT,2.4.17.1,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11008,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_iprutils
iptstate,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,2.2.7,1.azl3,1,1,iptstate-2.2.7-6.fc41.src.rpm,Default Initialized,Default Initialized,2.2.7,6.fc41,EXISTS_IN_EXT,2.2.7,Y,1,Sumit,NA,NA,NA,NA,NA
irssi,NA,P1,Sumit,11211,https://github.com/microsoft/azurelinux/pull/11211,OPEN,2024-11-25T19:33:41Z,Y,Y,Failed,1.2.2,6.azl3,1,1,irssi-1.4.5-5.fc41.src.rpm,Default Initialized,Default Initialized,1.4.5,5.fc41,EXISTS_IN_EXT,1.2.2,Y,1,Sumit,NA,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_irssi
iso-codes,NA,P1,Akarsh,10821,https://github.com/microsoft/azurelinux/pull/10821,DRAFT,2024-10-23T10:53:08Z,Y,Y,Built,4.4,3.azl3,1,1,iso-codes-4.16.0-5.fc41.src.rpm,Default Initialized,Default Initialized,4.16.0,5.fc41,EXISTS_IN_EXT,4.4,Y,1,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_iso-codes
isomd5sum,NA,CP_batch1,Akarsh,11260,https://github.com/microsoft/azurelinux/pull/11260,OPEN,2024-11-28T10:42:05Z,Y,Y,Built,1.2.3,10.azl3,1,1,isomd5sum-1.2.5-2.fc41.src.rpm,Default Initialized,Default Initialized,1.2.5,2.fc41,EXISTS_IN_EXT,1.2.3,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_isomd5sum
iwd,NA,CP_batch1,Sumit,12571,https://github.com/microsoft/azurelinux/pull/12571,OPEN,2025-02-24T12:05:21Z,Y,Y,Built,1.22,2.azl3,1,1,iwd-3.1-1.fc41.src.rpm,Default Initialized,Default Initialized,3.1,1.fc41,EXISTS_IN_EXT,1.22,N,0,Akarsh,NA,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_iwd
jabberpy,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.5,2.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.5,N,0,Akarsh,NA,NA,NA,NA,NA
jakarta-taglibs-standard,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.1.1,261.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.1.1,N,0,Akarsh,NA,NA,NA,NA,NA
jansi,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,2.4.0,1.azl3,1,1,jansi-2.4.1-4.fc41.src.rpm,Default Initialized,Default Initialized,2.4.1,4.fc41,EXISTS_IN_EXT,2.4.0,N,0,Akarsh,NA,NA,NA,NA,NA
jarjar,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.4,6.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.4,N,0,Akarsh,NA,NA,NA,NA,NA
javacc,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Failed,7.0.4,3.azl3,1,1,javacc-7.0.13-7.fc41.src.rpm,Default Initialized,Default Initialized,7.0.13,7.fc41,EXISTS_IN_EXT,7.0.4,N,0,Akarsh,NA,NA,NA,NA,NA
javacc-bootstrap,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,7.0.4,3.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,REMOVED_FROM_BOTH,Not Found,N,0,Akarsh,NA,NA,NA,NA,NA
jbigkit,NA,P1,Jyoti,12774,https://github.com/microsoft/azurelinux/pull/12774,OPEN,2025-03-04T12:44:00Z,N,N,Failed,2.1,19.azl3,1,1,jbigkit-2.1-30.fc41.src.rpm,Default Initialized,Default Initialized,2.1,30.fc41,EXISTS_IN_EXT,2.1,Y,1,Akarsh,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_jbigkit
jboss-interceptors,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,REMOVED_FROM_BOTH,Not Found,N,0,Akarsh,NA,NA,NA,NA,NA
jdepend,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Failed,2.9.1,96.azl3,1,1,jdepend-2.10-12.fc41.src.rpm,Default Initialized,Default Initialized,2.10,12.fc41,EXISTS_IN_EXT,2.9.1,N,0,Akarsh,NA,NA,NA,NA,NA
jdom2,NA,P1,Akarsh,11049,https://github.com/microsoft/azurelinux/pull/11049,OPEN,2024-11-13T09:53:22Z,Revisit Ver Compare,Revisit Ver Compare,Built,2.0.6,29.azl3,1,1,jdom2-2.0.6.1-9.fc41.src.rpm,Default Initialized,Default Initialized,2.0.6.1,9.fc41,EXISTS_IN_EXT,2.0.6,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_jdom2
jfsutils,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Built,1.1.15,18.azl3,1,1,jfsutils-1.1.15-28.fc41.src.rpm,Default Initialized,Default Initialized,1.1.15,28.fc41,EXISTS_IN_EXT,1.1.15,Y,1,Akarsh,NA,NA,NA,NA,NA
jimtcl,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,0.78,5.azl3,1,1,jimtcl-0.82-6.fc41.src.rpm,Default Initialized,Default Initialized,0.82,6.fc41,EXISTS_IN_EXT,0.78,N,0,Akarsh,NA,NA,NA,NA,NA
jlex,NA,CP_batch1,Sumit,12572,https://github.com/microsoft/azurelinux/pull/12572,OPEN,2025-02-24T12:12:38Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.2.6,285.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.2.6,N,0,Akarsh,NA,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_jlex
jline,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,2.14.6,1.azl3,1,1,jline-3.23.0-4.fc40.src.rpm,Default Initialized,Default Initialized,3.23.0,4.fc40,EXISTS_IN_EXT,2.14.6,N,0,Akarsh,NA,NA,NA,NA,NA
jose,NA,P0,Akarsh,NA,NA,NA,NA,Y,Y,Failed,10,7.azl3,1,1,jose-14-2.fc41.src.rpm,Default Initialized,Default Initialized,14,2.fc41,EXISTS_IN_EXT,10,Y,1,Akarsh,NA,NA,NA,NA,NA
js-jquery,NA,P1,Akarsh,11053,https://github.com/microsoft/azurelinux/pull/11053,OPEN,2024-11-13T13:57:49Z,Y,Y,Built,3.5.0,4.azl3,1,1,js-jquery-3.7.1-4.fc41.src.rpm,Default Initialized,Default Initialized,3.7.1,4.fc41,EXISTS_IN_EXT,3.5.0,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_js-jquery
jsch,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Failed,0.1.55,2.azl3,1,1,jsch-0.1.55-16.fc41.src.rpm,Default Initialized,Default Initialized,0.1.55,16.fc41,EXISTS_IN_EXT,0.1.55,N,0,Akarsh,NA,NA,NA,NA,NA
jsoncpp,NA,CP_batch1,Akarsh,11068,https://github.com/microsoft/azurelinux/pull/11068,OPEN,2024-11-14T08:19:10Z,Y,Y,Built,1.9.2,3.azl3,1,1,jsoncpp-1.9.5-8.fc41.src.rpm,Default Initialized,Default Initialized,1.9.5,8.fc41,EXISTS_IN_EXT,1.9.2,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_jsoncpp
jsoup,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,1.11.3,4.azl3,1,1,jsoup-1.18.1-2.fc41.src.rpm,Default Initialized,Default Initialized,1.18.1,2.fc41,EXISTS_IN_EXT,1.11.3,N,0,Akarsh,NA,NA,NA,NA,NA
jtidy,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Failed,8.0,32.azl3,1,1,jtidy-1.0-0.46.20100930svn1125.fc41.src.rpm,Default Initialized,Default Initialized,1.0,0.46.20100930svn1125.fc41,EXISTS_IN_EXT,8.0,N,0,Akarsh,NA,NA,NA,NA,NA
junitperf,NA,CP_batch1,Akarsh,12575,https://github.com/microsoft/azurelinux/pull/12575,OPEN,2025-02-24T15:04:50Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.9.1,27.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.9.1,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_juniterperf
jzlib,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Failed,1.1.3,5.azl3,1,1,jzlib-1.1.3-31.fc41.src.rpm,Default Initialized,Default Initialized,1.1.3,31.fc41,EXISTS_IN_EXT,1.1.3,N,0,Akarsh,NA,NA,NA,NA,NA
kde-filesystem,NA,P0,Aninda,11475,https://github.com/microsoft/azurelinux/pull/11475,OPEN,2024-12-16T22:19:42Z,Y,Y,Built,4,65.azl3,1,1,kde-filesystem-5-4.fc41.src.rpm,Default Initialized,Default Initialized,5,4.fc41,EXISTS_IN_EXT,4,Y,1,Aninda,https://github.com/microsoft/azurelinux/pull/11475,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-kde-filesystem
kernel-rt,NA,P1,Aninda,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,6.6.44.1,1.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,6.6.44.1,N,0,Aninda,NA,NA,NA,NA,NA
keybinder3,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,0.3.2,11.azl3,1,1,keybinder3-0.3.2-19.fc41.src.rpm,Default Initialized,Default Initialized,0.3.2,19.fc41,EXISTS_IN_EXT,0.3.2,Y,1,Aninda,NA,NA,NA,NA,NA
keycloak-httpd-client-install,NA,CP_batch1,Aninda,10878,https://github.com/microsoft/azurelinux/pull/10878,DRAFT,2024-10-29T20:34:51Z,Y,Y,Built,1.1,6.azl3,1,1,keycloak-httpd-client-install-1.3-1.fc41.src.rp,Default Initialized,Default Initialized,1.3,1.fc41.src.rp,EXISTS_IN_EXT,1.1,N,0,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-keycloak-httpd-client-install
kronosnet,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Failed,1.20,2.azl3,1,1,kronosnet-1.29-2.fc41.src.rpm,Default Initialized,Default Initialized,1.29,2.fc41,EXISTS_IN_EXT,1.20,Y,1,Aninda,NA,NA,NA,NA,NA
kyotocabinet,NA,P1,Aninda,10802,https://github.com/microsoft/azurelinux/pull/10802,DRAFT,2024-10-21T20:12:05Z,Y,Y,Built,1.2.78,2.azl3,1,1,kyotocabinet-1.2.80-6.fc41.src.rpm,Default Initialized,Default Initialized,1.2.80,6.fc41,EXISTS_IN_EXT,1.2.78,Y,1,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-kyotocabinet
ladspa,NA,P1,Aninda,10966,https://github.com/microsoft/azurelinux/pull/10966,DRAFT,2024-11-07T14:19:33Z,Y,Y,Built,1.13,25.azl3,1,1,ladspa-1.17-5.fc41.src.rpm,Default Initialized,Default Initialized,1.17,5.fc41,EXISTS_IN_EXT,1.13,Y,1,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-ladspa
lame,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,3.100,9.azl3,1,1,lame-3.100-18.fc41.src.rpm,Default Initialized,Default Initialized,3.100,18.fc41,EXISTS_IN_EXT,3.100,Y,1,Aninda,NA,NA,NA,NA,NA
langtable,NA,P1,Aninda,10886,https://github.com/microsoft/azurelinux/pull/10886,DRAFT,2024-10-30T00:10:42Z,Y,Y,Built,0.0.53,2.azl3,1,1,langtable-0.0.68-2.fc41.src.rpm,Default Initialized,Default Initialized,0.0.68,2.fc41,EXISTS_IN_EXT,0.0.53,Y,1,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-langtable
lasso,NA,CP_batch1,Aninda,12242,https://github.com/microsoft/azurelinux/pull/12242,DRAFT,2025-02-05T23:48:34Z,Y,Y,Failed,2.8.0,1.azl3,1,1,lasso-2.8.2-14.fc41.src.rpm,Default Initialized,Default Initialized,2.8.2,14.fc41,EXISTS_IN_EXT,2.8.0,N,0,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-lasso
latencytop,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,0.5,27.azl3,1,1,latencytop-0.5-36.fc41.src.rpm,Default Initialized,Default Initialized,0.5,36.fc41,EXISTS_IN_EXT,0.5,Y,1,Aninda,NA,NA,NA,NA,NA
lcov,NA,P1,Aninda,10990,https://github.com/microsoft/azurelinux/pull/10990,DRAFT,2024-11-09T02:30:31Z,Y,Y,Built,1.14,4.azl3,1,1,lcov-2.0-4.fc41.src.rpm,Default Initialized,Default Initialized,2.0,4.fc41,EXISTS_IN_EXT,1.14,Y,1,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-lcov
ledmon,NA,CP_batch1,Aninda,11192,https://github.com/microsoft/azurelinux/pull/11192,DRAFT,2024-11-22T20:16:19Z,Y,Y,Built,0.92,4.azl3,1,1,ledmon-1.1.0-1.fc41.src.rpm,Default Initialized,Default Initialized,1.1.0,1.fc41,EXISTS_IN_EXT,0.92,N,0,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-ledmon
lensfun,NA,CP_batch1,Aninda,12303,https://github.com/microsoft/azurelinux/pull/12303,OPEN,2025-02-12T00:27:03Z,Y,Y,Failed,0.3.2,26.azl3,1,1,lensfun-0.3.4-2.fc41.src.rpm,Default Initialized,Default Initialized,0.3.4,2.fc41,EXISTS_IN_EXT,0.3.2,N,0,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-lensfun
lftp,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,4.9.2,2.azl3,1,1,lftp-4.9.2-14.fc41.src.rpm,Default Initialized,Default Initialized,4.9.2,14.fc41,EXISTS_IN_EXT,4.9.2,Y,1,Aninda,NA,NA,NA,NA,NA
libEMF,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,1.0.13,2.azl3,1,1,libEMF-1.0.13-11.fc41.src.rpm,Default Initialized,Default Initialized,1.0.13,11.fc41,EXISTS_IN_EXT,1.0.13,Y,1,Aninda,NA,NA,NA,NA,NA
libIDL,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,0.8.14,23.azl3,1,1,libIDL-0.8.14-81.fc41.src.rpm,Default Initialized,Default Initialized,0.8.14,81.fc41,EXISTS_IN_EXT,0.8.14,N,0,Aninda,NA,NA,NA,NA,NA
libXScrnSaver,NA,P0,Aninda,11377,https://github.com/microsoft/azurelinux/pull/11377,OPEN,2024-12-09T17:05:47Z,Y,Y,Built,1.2.3,6.azl3,1,1,libXScrnSaver-1.2.4-4.fc41.src.rpm,Default Initialized,Default Initialized,1.2.4,4.fc41,EXISTS_IN_EXT,1.2.3,Y,1,Aninda,https://github.com/microsoft/azurelinux/pull/11377,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-libXScrnSaver
libXres,NA,P1,Aninda,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,libXres-1.2.2-4.fc41.src.rpm,Default Initialized,Default Initialized,1.2.2,4.fc41,MOVED_TO_CORE,Not Found,N,0,Aninda,NA,NA,NA,NA,NA
libXv,NA,P1,Aninda,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,libXv-1.0.13-1.fc41.src.rpm,Default Initialized,Default Initialized,1.0.13,1.fc41,MOVED_TO_CORE,Not Found,N,0,Aninda,NA,NA,NA,NA,NA
libabw,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,0.1.3,3.azl3,1,1,libabw-0.1.3-16.fc41.src.rpm,Default Initialized,Default Initialized,0.1.3,16.fc41,EXISTS_IN_EXT,0.1.3,Y,1,Aninda,NA,NA,NA,NA,NA
libao,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,1.2.0,24.azl3,1,1,libao-1.2.0-28.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,28.fc41,EXISTS_IN_EXT,1.2.0,N,0,Aninda,NA,NA,NA,NA,NA
libappstream-glib,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Failed,0.8.2,4.azl3,1,1,libappstream-glib-0.8.3-2.fc41.src.rpm,Default Initialized,Default Initialized,0.8.3,2.fc41,EXISTS_IN_EXT,0.8.2,N,0,Aninda,NA,NA,NA,NA,NA
libart_lgpl,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,2.3.21,24.azl3,1,1,libart_lgpl-2.3.21-33.fc41.src.rpm,Default Initialized,Default Initialized,2.3.21,33.fc41,EXISTS_IN_EXT,2.3.21,Y,1,Aninda,NA,NA,NA,NA,NA
libasyncns,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,0.8,19.azl3,1,1,libasyncns-0.8-29.fc41.src.rpm,Default Initialized,Default Initialized,0.8,29.fc41,EXISTS_IN_EXT,0.8,Y,1,Aninda,NA,NA,NA,NA,NA
libavc1394,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,0.5.4,13.azl3,1,1,libavc1394-0.5.4-24.fc41.src.rpm,Default Initialized,Default Initialized,0.5.4,24.fc41,EXISTS_IN_EXT,0.5.4,Y,1,Jyoti,NA,NA,NA,NA,NA
